Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews,Data_Source
Information Technology,Harnessing the Power of Data with Power BI,Microsoft,Course,Beginner,1 - 4 Weeks,"Power BI, Data-Driven Decision-Making, Data Analysis, Microsoft Power Platform, Extract, Transform, Load, Data Collection, Business Intelligence, Business Analytics, Data Transformation, Business Analysis, Data Visualization Software, Microsoft 365, Data Management",4.6,1400,Curated
Business,Free Trade Agreements and Special Economic Zones,PwC India,Course,Beginner,1 - 4 Weeks,"Export Control, Law, Regulation, and Compliance, Tax Compliance, Regulatory Compliance, Regulatory Requirements, Compliance Management, Tax Laws, Economic Development, International Finance, Document Management",5.0,24,Curated
Information Technology,Managing Big Data with MySQL,Duke University,Course,Mixed,1 - 3 Months,"Database Design, MySQL, Relational Databases, SQL, Data Modeling, Databases, Business Analytics, Big Data, Business Analysis, Data Analysis, Data Manipulation, Data Management",4.8,142,Curated
Data Science,Google Business Intelligence,Google,Professional Certificate,Advanced,3 - 6 Months,"Business Intelligence, Data Modeling, Dashboard, Database Design, Extract, Transform, Load, Data Integration, Stakeholder Engagement, Data Warehousing, Databases, Data Presentation, Performance Tuning, Data Pipelines, Database Systems, Data Visualization Software, Business Reporting, Data Integrity, Business Analytics, Real Time Data, Requirements Elicitation, Scalability",4.8,2500,Curated
Business,Fundamentals of Social Media Advertising,Meta,Course,Beginner,1 - 3 Months,"Instagram, Social Media, Advertising Campaigns, Advertising, Marketing Materials, Social Media Marketing, Social Media Content, Social Media Strategy, Facebook, Copywriting, Content Creation, Marketing, Media Planning, Information Privacy, Campaign Management, Data Collection, Target Audience",4.8,2400,Curated
Data Science,Data Modeling in Power BI,Microsoft,Course,Beginner,1 - 4 Weeks,"Data Analysis Expressions (DAX), Data Modeling, Star Schema, Power BI, Database Design, Data Warehousing, Business Intelligence, Data Analysis, Time Series Analysis and Forecasting, Performance Tuning",4.2,630,Curated
Data Science,Recommendation Systems on Google Cloud,Google Cloud,Course,Advanced,1 - 3 Months,"Reinforcement Learning, Google Cloud Platform, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Machine Learning Algorithms, Deep Learning, Applied Machine Learning, Unsupervised Learning, Artificial Neural Networks, Algorithms",4.2,232,Curated
Business,Sales Training: Building Your Sales Career,HubSpot Academy,Course,Beginner,1 - 4 Weeks,"Inside Sales, Consultative Approaches, Sales Training, Sales, Sales Process, Customer Relationship Building, Prospecting and Qualification, Customer Analysis, Personalized Service",4.6,169,Curated
Computer Science,RESTful Microservices Using Node.js and Express,NIIT,Specialization,Intermediate,3 - 6 Months,"Node.JS, API Gateway, MySQL, Restful API, MongoDB, OAuth, Microservices, API Design, NoSQL, Object-Relational Mapping, Application Programming Interface (API), Database Design, Relational Databases, Unit Testing, SQL, Databases, Server Side, Database Management, Application Deployment, Javascript",2.7,43,Curated
Business,GenAI for Automated Financial Reporting,Coursera Instructor Network,Course,Beginner,1 - 4 Weeks,"Customer Retention, Loyalty Programs, Customer Relationship Management, Brand Loyalty, Customer Engagement, Customer Relationship Building, Customer Service, Consumer Behaviour, Customer Insights, User Feedback, Customer Analysis, Marketing Strategies, Service Improvement, Strategic Marketing",4.8,826,Curated
Data Science,Meta Data Analyst,Meta,Professional Certificate,Beginner,3 - 6 Months,"Data Storytelling, Business Metrics, Key Performance Indicators (KPIs), Data Management, Data Collection, Data Governance, Bayesian Statistics, Data Analysis, Descriptive Statistics, Statistical Hypothesis Testing, Information Privacy, Data Cleansing, Pandas (Python Package), Data Visualization Software, Statistical Inference, Spreadsheet Software, Correlation Analysis, Google Sheets, Exploratory Data Analysis, Data Manipulation",4.7,1200,Curated
Computer Science,Responsive Website Development and Design,University of London,Specialization,Beginner,3 - 6 Months,"Responsive Web Design, HTML and CSS, Web Design, Human Computer Interaction, Interaction Design, jQuery, Web Design and Development, Bootstrap (Front-End Framework), Hypertext Markup Language (HTML), User Experience Design, User Accounts, MongoDB, Wireframing, Web Applications, Interactive Data Visualization, JavaScript Frameworks, Technical Communication, Web Development Tools, Command-Line Interface, User Interface (UI)",4.5,7600,Curated
Computer Science,Copilot for Power BI ,Microsoft,Course,Intermediate,1 - 4 Weeks,"Generative AI, Power BI, Microsoft Power Platform, Data Presentation, Interactive Data Visualization, Data Storytelling, Data Analysis Expressions (DAX), Data Processing, Business Intelligence, Artificial Intelligence, Analytical Skills",4.6,28,Curated
Information Technology,Learn Generative AI with LLMs,Edureka,Specialization,Intermediate,3 - 6 Months,"Generative AI, ChatGPT, Natural Language Processing, Computer Vision, Deep Learning, Predictive Modeling, Text Mining, Data Ethics, Image Analysis, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Tensorflow, OpenAI, Supervised Learning, Artificial Neural Networks, Software Development Tools, GitHub, Artificial Intelligence, Python Programming, Information Privacy",4.7,262,Curated
Data Science,Statistics in Psychological Research,American Psychological Association,Course,Beginner,1 - 3 Months,"Data Visualization, Descriptive Statistics, Plot (Graphics), Graphing, Data Presentation, Statistical Hypothesis Testing, Probability & Statistics, Statistical Inference, Quantitative Research, Statistics, Statistical Analysis, Statistical Methods, Sample Size Determination, Data Analysis, Sampling (Statistics), Scatter Plots, Psychology, Research Design, Diversity Programs",4.2,10,Curated
Business,Global Financial Markets and Instruments,Rice University,Course,Mixed,1 - 4 Weeks,"Financial Market, Investments, Financial Systems, Investment Management, Securities Trading, Capital Markets, Equities, Financial Trading, Finance, Market Data, Asset Management, Portfolio Management, Derivatives, Fixed Asset, Financial Analysis, Business Mathematics, Cash Flows",4.7,3400,Curated
Information Technology, Storytelling With Data,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Data Storytelling, Data Presentation, Storytelling, Data Visualization, Data Analysis, Business Communication, Presentations, Communication",4.5,14,Curated
Data Science,SQL for Data Science,"University of California, Davis",Course,Beginner,1 - 4 Weeks,"Data Governance, SQL, Data Quality, Query Languages, Data Manipulation, Data Modeling, Relational Databases, Data Science, Data Analysis, Database Management Systems, Descriptive Statistics",4.6,17000,Curated
Business,Business Growth Strategy,University of Virginia,Course,Mixed,1 - 4 Weeks,"Growth Strategies, Mergers & Acquisitions, Business Strategy, Game Theory, Innovation, Organizational Strategy, Entrepreneurship, Market Dynamics, Competitive Analysis, Market Opportunities, Strategic Decision-Making, Business Valuation",4.5,2200,Curated
Computer Science,Scrum Master Certification: Scaling Agile and the Team-of-Teams,LearnQuest,Course,Beginner,1 - 4 Weeks,"Scaled Agile Framework, Agile Software Development, Agile Methodology, Scalability, Behavior-Driven Development, Agile Project Management, Sprint Planning, Sprint Retrospectives, Virtual Environment, Test Driven Development (TDD), Cross-Functional Collaboration",4.7,84,Curated
Data Science,Python Project for Data Science,IBM,Course,Intermediate,1 - 4 Weeks,"Dashboard, Pandas (Python Package), Data Visualization Software, Web Scraping, Jupyter, Data Analysis, Data Wrangling, Data Science, Data Processing, NumPy, Data Manipulation, Python Programming, Data Collection",4.5,4500,Curated
Information Technology,Visual Analytics with Tableau,"University of California, Davis",Course,Beginner,1 - 4 Weeks,"Data Integration, Data Mapping, Data Visualization Software, Tableau Software, Histogram, Scatter Plots, Data Presentation, Geospatial Mapping, Heat Maps, Data Analysis",3.5,235,Curated
Business,European Business Law: Competing in Europe,Lund University,Course,Beginner,1 - 3 Months,"Portfolio Management, Investments, Financial Market, Financial Trading, Risk Management, Asset Management, Financial Modeling, Capital Markets, Risk Analysis, Equities, Derivatives",4.8,24,Curated
Data Science,Business Analytics,Campus BBVA,Course,Beginner,1 - 3 Months,"Data Storytelling, Data Presentation, Dashboard, Business Analytics, Data Visualization, Data Quality, Business Intelligence, Data Analysis, Analytics, Descriptive Statistics, Data-Driven Decision-Making, Probability & Statistics, Statistical Inference, Big Data, Project Management Life Cycle",4.7,286,Curated
Data Science,Advanced Models for Decision Making,University of Minnesota,Course,Beginner,1 - 4 Weeks,"Operations Research, Supply Chain, Business Analytics, Mathematical Modeling, Process Optimization, Manufacturing Operations, Workforce Planning, Microsoft Excel, Resource Allocation, Finance, Production Planning, Investment Management, Decision Making",4.1,32,Curated
Business,Advancing Proficiency in U.S. Payroll Fundamentals,"Automatic Data Processing, Inc. (ADP)",Course,Beginner,1 - 4 Weeks,"Payroll Tax, Payroll, Payroll Administration, Payroll Processing, Payroll Reporting, Tax Preparation, Tax Compliance, Tax, Income Tax, Benefits Administration, Compensation and Benefits",4.8,181,Curated
Business,Business Model Innovation for Sustainable Landscape Restoration,Erasmus University Rotterdam,Course,Beginner,1 - 3 Months,"Generative AI, ChatGPT, Artificial Intelligence, Innovation, Creativity, Creative Problem-Solving, Human Computer Interaction, Technical Communication, Natural Language Processing",4.6,660,Curated
Business,Managing Social and Human Capital,University of Pennsylvania,Course,Beginner,1 - 4 Weeks,"Human Capital, People Management, Leadership and Management, Decision Making, Organizational Structure, Organizational Effectiveness, Employee Performance Management, Team Motivation, Compensation and Benefits, Organizational Strategy, Change Management, Performance Appraisal, Leadership, Job Analysis, HR Tech, Recruitment, Constructive Feedback",4.5,1100,Curated
Computer Science,Introduction à la programmation orientée objet (en Java),École Polytechnique Fédérale de Lausanne,Course,Intermediate,1 - 3 Months,"Object Oriented Programming (OOP), Java Programming, Java, Object Oriented Design, Software Design",4.7,115,Curated
Information Technology,Data Science Foundations: Statistical Inference,University of Colorado Boulder,Specialization,Intermediate,3 - 6 Months,"Statistical Hypothesis Testing, Probability, Statistical Inference, Statistical Methods, Probability Distribution, Probability & Statistics, Statistics, Bayesian Statistics, Data Science, Sampling (Statistics), Statistical Analysis, Data Ethics, Quantitative Research, Descriptive Statistics",4.4,314,Curated
Business,Business Strategy,University of Virginia,Specialization,Beginner,3 - 6 Months,"Growth Strategies, Business Strategy, Strategic Thinking, Plan Execution, Business Strategies, Mergers & Acquisitions, Competitive Analysis, Organizational Strategy, Strategic Planning, Business Ethics, Peer Review, Data-Driven Decision-Making, Business Planning, Corporate Strategy, Strategic Leadership, Strategic Decision-Making, Game Theory, Governance, Business Research, Project Management",4.7,246,Curated
